age,income,credit_score,loan_amount,years_employed,education,employment_status,marital_status,housing_type,application_date,target
57.0,,,7212.4,7.3,Master,Employed,Divorced,Mortgage,2025-04-18,1
46.0,41492.11,423.0,7787.11,22.8,Bachelor,Unemployed,Single,Mortgage,2025-08-30,1
77.0,29515.03,821.0,32230.79,23.0,High School,Employed,Divorced,Own,2023-03-06,1
70.0,34109.12,736.0,12559.21,5.3,Bachelor,Self-Employed,Married,Other,2025-03-23,1
41.0,38905.72,386.0,455.87,27.3,Master,Retired,Widowed,Mortgage,2023-01-15,0
25.0,60021.51,526.0,12842.01,21.9,Bachelor,Employed,Married,Own,2023-06-06,1
59.0,46051.37,849.0,5220.11,23.4,Bachelor,Employed,Married,Own,2023-02-10,0
75.0,58170.01,478.0,20515.81,37.2,Bachelor,Employed,Single,Mortgage,2024-05-07,1
65.0,74018.57,517.0,4050.18,10.1,High School,Employed,Single,Rent,2024-01-15,1
32.0,,318.0,7289.74,31.1,,Unemployed,Married,Own,2023-07-07,0
72.0,49479.45,324.0,5041.17,1.2,High School,Employed,Widowed,Mortgage,2025-02-02,0
19.0,63017.74,846.0,14469.75,12.5,High School,Self-Employed,Married,Rent,2023-08-05,1
48.0,61544.87,365.0,1864.69,30.9,PhD,Retired,Divorced,Mortgage,2025-03-02,0
69.0,57276.41,418.0,4385.69,9.8,High School,Employed,Married,Own,2023-02-22,0
30.0,39860.21,400.0,9169.95,26.8,Bachelor,Employed,Married,Rent,2025-05-28,0
24.0,51901.9,339.0,9874.82,8.5,Bachelor,Self-Employed,Married,Own,2023-12-04,1
66.0,44536.96,493.0,11502.86,12.7,High School,Employed,Divorced,Rent,2025-01-18,0
25.0,51808.85,401.0,29709.3,22.9,High School,Retired,Married,Other,2024-12-20,1
79.0,62077.89,798.0,6043.66,12.1,PhD,Employed,Married,Other,2024-12-25,0
19.0,59350.99,576.0,2104.93,17.9,High School,Employed,Single,Mortgage,2023-10-23,1
50.0,84616.88,463.0,17887.55,29.3,Master,Employed,Divorced,Mortgage,2024-12-02,1
26.0,40173.35,771.0,6961.83,8.3,High School,Employed,Married,Own,2023-09-09,0
68.0,49225.57,381.0,11574.09,28.0,High School,Self-Employed,Divorced,Mortgage,2024-12-27,1
45.0,67912.73,361.0,6146.86,39.0,Bachelor,Unemployed,Divorced,Other,2024-04-06,1
36.0,45026.2,367.0,21574.16,11.3,Bachelor,Self-Employed,Single,Mortgage,2024-03-31,1
72.0,41555.09,778.0,6190.1,35.3,Bachelor,Self-Employed,Single,Rent,2024-09-18,1
56.0,46193.8,352.0,2116.18,2.3,Bachelor,Employed,Married,Rent,2025-03-26,1
23.0,52942.51,497.0,15401.13,36.1,Master,Self-Employed,Divorced,Own,2025-05-12,1
66.0,67497.51,789.0,2838.65,4.9,Master,Unemployed,Divorced,Mortgage,2023-09-27,0
54.0,35995.43,497.0,1731.93,33.2,Bachelor,Retired,Single,Rent,2023-07-21,0
72.0,59569.5,337.0,21433.14,22.4,High School,Unemployed,Single,Mortgage,2023-06-11,0
66.0,60347.95,730.0,725.74,8.0,Master,Employed,Single,Own,2024-07-09,0
21.0,52501.54,347.0,30690.58,14.0,Bachelor,Self-Employed,Single,Rent,2024-12-30,0
52.0,41190.96,300.0,20692.77,35.6,Master,Self-Employed,Married,Mortgage,2024-02-06,0
57.0,45175.65,363.0,4500.93,14.9,High School,Employed,Married,Mortgage,2024-12-03,0
48.0,27592.56,364.0,21342.14,35.7,Master,Employed,Divorced,Own,2024-04-21,1
40.0,56863.14,322.0,460.04,16.7,High School,Employed,Widowed,Own,2025-04-01,1
66.0,52564.56,426.0,6442.64,4.9,Bachelor,Self-Employed,Married,Own,2025-02-10,1
65.0,30385.14,720.0,279.05,27.7,Bachelor,Employed,Single,Rent,2023-04-16,1
25.0,64058.35,404.0,17800.35,13.0,High School,Employed,Married,Other,2024-07-19,1
28.0,,475.0,3445.99,33.5,,Unemployed,Married,Own,2024-01-25,0
69.0,39833.21,531.0,1789.84,30.3,Master,Unemployed,Single,Own,2023-01-02,1
41.0,27795.74,690.0,3460.41,18.5,Bachelor,Employed,Single,Rent,2025-08-03,0
73.0,56642.1,693.0,1219.38,30.0,High School,Self-Employed,Single,Rent,2025-09-19,1
60.0,32200.38,412.0,463.78,7.8,Bachelor,Unemployed,Married,Other,2024-07-15,0
64.0,31609.2,532.0,5154.44,7.3,Master,Employed,Single,Own,2023-03-22,1
32.0,44216.93,377.0,1301.43,11.2,Bachelor,Employed,Divorced,Mortgage,2023-07-25,1
78.0,62350.29,560.0,7491.52,10.2,High School,Employed,Single,Rent,2023-02-04,1
42.0,54877.0,403.0,5770.66,32.3,High School,Retired,Married,Own,2025-02-14,0
57.0,41871.51,582.0,1213.61,4.6,High School,Self-Employed,Widowed,Rent,2024-05-23,1
65.0,49701.78,806.0,13734.83,18.6,High School,Unemployed,Married,Rent,2024-03-03,1
65.0,67072.56,340.0,15822.39,20.9,Bachelor,Employed,Divorced,Own,2024-03-30,1
18.0,49252.87,785.0,513.13,32.0,Bachelor,Employed,Married,Mortgage,2024-01-02,1
71.0,38232.32,644.0,951.04,24.1,High School,Employed,Married,Rent,2023-04-02,0
58.0,49949.74,519.0,27530.55,28.1,Bachelor,Self-Employed,Single,Rent,2023-12-06,0
42.0,32140.27,399.0,14288.86,25.9,Bachelor,Self-Employed,Single,Other,2025-06-16,1
50.0,40250.4,340.0,4767.89,39.5,PhD,Employed,Single,Other,2024-07-18,1
18.0,40306.86,823.0,13448.0,5.1,Bachelor,Retired,Married,Own,2023-12-12,0
39.0,52691.25,834.0,7547.7,24.5,Master,Self-Employed,Married,Mortgage,2025-02-15,1
79.0,49422.62,527.0,32574.44,11.2,Bachelor,Retired,Divorced,Mortgage,2023-08-30,1
28.0,70339.56,804.0,2616.91,4.7,High School,Retired,Single,Other,2023-01-14,0
39.0,68774.77,477.0,8060.45,20.5,Master,Retired,Married,Rent,2023-11-12,0
79.0,53158.52,372.0,9157.19,18.6,Master,Retired,Married,Own,2024-08-23,1
41.0,50671.5,374.0,2921.68,27.4,Bachelor,Self-Employed,Single,Mortgage,2024-01-23,1
79.0,79245.99,327.0,11317.79,31.6,High School,Retired,Divorced,Own,2023-10-01,1
52.0,45889.33,418.0,10234.18,9.4,Bachelor,Employed,Married,Mortgage,2023-06-16,0
26.0,43477.61,765.0,22062.18,17.1,High School,Employed,Married,Own,2025-04-20,1
78.0,62037.06,413.0,2623.97,28.0,Bachelor,Employed,Divorced,Rent,2025-01-10,1
29.0,43858.17,533.0,10989.28,18.2,Bachelor,Employed,Divorced,Own,2024-10-08,1
75.0,37140.88,330.0,48003.19,36.1,High School,Self-Employed,Single,Own,2025-03-29,1
40.0,46468.15,473.0,2793.56,21.2,Bachelor,Employed,Divorced,Rent,2024-04-29,0
22.0,60985.18,325.0,1950.33,28.4,Bachelor,Employed,Single,Rent,2025-09-17,1
59.0,52922.79,386.0,27049.63,6.6,Master,Employed,Married,Rent,2024-05-19,0
61.0,21617.24,711.0,11616.77,15.4,High School,Self-Employed,Married,Rent,2025-04-11,1
69.0,51239.84,740.0,30463.34,26.5,PhD,Self-Employed,Married,Mortgage,2023-09-01,1
70.0,47575.61,501.0,18472.23,15.8,Bachelor,Employed,Widowed,Own,2024-07-20,1
79.0,52421.6,730.0,8889.99,34.1,Bachelor,Retired,Married,Mortgage,2025-05-25,1
77.0,44446.86,631.0,4306.98,27.1,PhD,Employed,Married,Mortgage,2024-07-16,1
44.0,63156.18,344.0,7831.19,11.1,Bachelor,Employed,Married,Mortgage,2025-08-20,1
37.0,47547.99,684.0,8647.43,25.1,High School,Self-Employed,Married,Rent,2024-11-17,1
45.0,38850.65,459.0,4314.19,32.7,High School,Employed,Single,Mortgage,2025-08-15,1
59.0,73745.46,649.0,9900.29,22.6,Bachelor,Self-Employed,Married,Mortgage,2023-07-09,0
29.0,31740.43,374.0,2322.76,31.6,Bachelor,Employed,Divorced,Own,2025-02-21,0
20.0,47581.87,583.0,7011.87,32.4,Master,Employed,Divorced,Rent,2024-11-30,0
70.0,66885.18,779.0,13183.14,5.4,PhD,Employed,Single,Rent,2024-04-20,1
19.0,45507.36,832.0,718.49,23.5,Bachelor,Self-Employed,Single,Mortgage,2024-11-12,1
26.0,73509.62,679.0,11359.96,34.9,Master,Unemployed,Married,Rent,2024-05-25,0
38.0,58403.39,459.0,19256.7,5.8,Bachelor,Employed,Divorced,Own,2023-02-28,1
63.0,48004.13,781.0,5347.78,21.8,High School,Employed,Widowed,Own,2024-04-19,1
71.0,47620.17,383.0,4612.13,12.3,Master,Unemployed,Single,Mortgage,2024-07-14,0
34.0,28442.5,436.0,5218.14,30.6,High School,Employed,Divorced,Mortgage,2025-05-06,1
52.0,47917.06,503.0,37375.23,17.6,Master,Employed,Married,Own,2025-01-17,0
79.0,56680.98,498.0,735.3,11.9,Bachelor,Unemployed,Married,Own,2023-09-10,0
70.0,45976.05,447.0,9699.78,14.2,Bachelor,Employed,Married,Own,2023-01-22,1
51.0,65235.3,735.0,6125.3,31.7,High School,Self-Employed,Married,Own,2023-11-10,1
34.0,48439.25,315.0,133.4,26.1,Master,Self-Employed,Married,Mortgage,2024-04-04,0
65.0,61442.71,501.0,5753.32,35.4,Bachelor,Employed,Divorced,Mortgage,2023-06-10,1
20.0,44652.02,476.0,4803.63,4.2,High School,Employed,Single,Rent,2023-10-04,1
77.0,70224.2,606.0,9153.6,18.7,High School,Unemployed,Married,Mortgage,2025-08-13,1
30.0,,,4489.63,31.9,Master,Employed,Married,Own,2023-07-11,1
73.0,65152.12,637.0,5065.82,17.7,Bachelor,Self-Employed,Single,Rent,2024-01-21,1
53.0,61943.13,594.0,3735.16,26.5,Bachelor,Employed,Single,Other,2025-03-16,0
53.0,49248.21,692.0,8921.66,15.4,Bachelor,Self-Employed,Married,Mortgage,2024-02-18,0
71.0,62941.95,804.0,14018.75,25.1,Bachelor,Employed,Married,Own,2024-05-06,0
35.0,54713.06,665.0,12936.27,23.8,Bachelor,Self-Employed,Married,Own,2023-12-10,1
47.0,50495.41,427.0,5382.28,11.0,Bachelor,Employed,Married,Own,2025-02-08,0
34.0,65076.53,365.0,1888.76,18.8,Master,Employed,Married,Mortgage,2023-11-05,1
71.0,69134.67,376.0,3828.79,26.9,High School,Employed,Married,Own,2024-10-23,1
62.0,43538.11,309.0,3505.43,12.7,Master,Self-Employed,Single,Own,2023-05-11,1
53.0,15129.81,730.0,22229.5,2.2,High School,Employed,Married,Mortgage,2024-10-25,0
27.0,42070.07,400.0,255.61,31.4,High School,Employed,Married,Mortgage,2025-05-21,0
51.0,30634.46,762.0,8529.43,33.8,Master,Self-Employed,Married,Other,2023-04-10,1
49.0,55618.78,663.0,24210.12,31.4,Bachelor,Employed,Married,Mortgage,2024-01-08,1
21.0,38294.85,535.0,6825.54,0.7,High School,Unemployed,Single,Other,2023-03-29,0
66.0,43761.99,554.0,5353.17,30.9,Bachelor,Employed,Married,Own,2024-04-03,1
53.0,34332.58,767.0,2396.35,18.6,Master,Employed,Single,Other,2023-11-27,1
39.0,61428.78,553.0,1711.75,37.9,High School,Employed,Divorced,Mortgage,2023-08-03,1
23.0,51630.03,768.0,5614.32,37.3,High School,Employed,Single,Rent,2024-04-11,0
43.0,15830.74,428.0,23408.85,11.5,High School,Employed,Married,Mortgage,2023-05-02,1
65.0,48487.66,679.0,10126.96,33.5,High School,Self-Employed,Single,Mortgage,2024-09-06,0
39.0,-2172.54,316.0,32783.66,15.6,Master,Employed,Single,Own,2023-01-21,1
18.0,,,29798.73,10.9,High School,Self-Employed,Single,Rent,2024-12-01,1
19.0,85724.55,471.0,8029.4,31.8,Bachelor,Employed,Divorced,Other,2023-03-13,1
32.0,88599.87,652.0,18314.33,25.9,Bachelor,Employed,Married,Own,2023-04-17,1
75.0,65599.89,626.0,4398.31,4.4,PhD,Employed,Single,Rent,2023-09-28,1
21.0,57400.75,382.0,8181.8,1.0,Bachelor,Employed,Married,Own,2025-05-10,1
47.0,46988.12,583.0,8060.48,14.6,Bachelor,Employed,Married,Other,2024-03-11,1
53.0,44753.24,343.0,23252.03,20.5,Bachelor,Employed,Married,Rent,2023-04-13,1
